Date,Year,Month,Unit,Production,Animal,Commercial or Federally Inspected,Type of Meat
1965-04-01,1965,4,Million Pounds,,Pork,Federally Inspected,Red Meat
1965-03-01,1965,3,Million Pounds,,Pork,Federally Inspected,Red Meat
1965-02-01,1965,2,Million Pounds,,Pork,Federally Inspected,Red Meat
1965-01-01,1965,1,Million Pounds,,Pork,Federally Inspected,Red Meat
1964-12-01,1964,12,Million Pounds,,Pork,Federally Inspected,Red Meat
1964-11-01,1964,11,Million Pounds,,Pork,Federally Inspected,Red Meat
1964-10-01,1964,10,Million Pounds,,Pork,Federally Inspected,Red Meat
1964-09-01,1964,9,Million Pounds,,Pork,Federally Inspected,Red Meat
1964-08-01,1964,8,Million Pounds,,Pork,Federally Inspected,Red Meat
1964-07-01,1964,7,Million Pounds,,Pork,Federally Inspected,Red Meat
1964-06-01,1964,6,Million Pounds,,Pork,Federally Inspected,Red Meat
1964-05-01,1964,5,Million Pounds,,Pork,Federally Inspected,Red Meat
1964-04-01,1964,4,Million Pounds,,Pork,Federally Inspected,Red Meat
1964-03-01,1964,3,Million Pounds,,Pork,Federally Inspected,Red Meat
1964-02-01,1964,2,Million Pounds,,Pork,Federally Inspected,Red Meat
1964-01-01,1964,1,Million Pounds,,Pork,Federally Inspected,Red Meat
1963-12-01,1963,12,Million Pounds,,Pork,Federally Inspected,Red Meat
1963-11-01,1963,11,Million Pounds,,Pork,Federally Inspected,Red Meat
1963-10-01,1963,10,Million Pounds,,Pork,Federally Inspected,Red Meat
1963-09-01,1963,9,Million Pounds,,Pork,Federally Inspected,Red Meat
1963-08-01,1963,8,Million Pounds,,Pork,Federally Inspected,Red Meat
1963-07-01,1963,7,Million Pounds,,Pork,Federally Inspected,Red Meat
1963-06-01,1963,6,Million Pounds,,Pork,Federally Inspected,Red Meat
1963-05-01,1963,5,Million Pounds,,Pork,Federally Inspected,Red Meat
1963-04-01,1963,4,Million Pounds,,Pork,Federally Inspected,Red Meat
1963-03-01,1963,3,Million Pounds,,Pork,Federally Inspected,Red Meat
1963-02-01,1963,2,Million Pounds,,Pork,Federally Inspected,Red Meat
1963-01-01,1963,1,Million Pounds,,Pork,Federally Inspected,Red Meat
1962-12-01,1962,12,Million Pounds,,Pork,Federally Inspected,Red Meat
1962-11-01,1962,11,Million Pounds,,Pork,Federally Inspected,Red Meat
1962-10-01,1962,10,Million Pounds,,Pork,Federally Inspected,Red Meat
1962-09-01,1962,9,Million Pounds,,Pork,Federally Inspected,Red Meat
1962-08-01,1962,8,Million Pounds,,Pork,Federally Inspected,Red Meat
1962-07-01,1962,7,Million Pounds,,Pork,Federally Inspected,Red Meat
1962-06-01,1962,6,Million Pounds,,Pork,Federally Inspected,Red Meat
1962-05-01,1962,5,Million Pounds,,Pork,Federally Inspected,Red Meat
1962-04-01,1962,4,Million Pounds,,Pork,Federally Inspected,Red Meat
1962-03-01,1962,3,Million Pounds,,Pork,Federally Inspected,Red Meat
1962-02-01,1962,2,Million Pounds,,Pork,Federally Inspected,Red Meat
1962-01-01,1962,1,Million Pounds,,Pork,Federally Inspected,Red Meat
1961-12-01,1961,12,Million Pounds,,Pork,Federally Inspected,Red Meat
1961-11-01,1961,11,Million Pounds,,Pork,Federally Inspected,Red Meat
1961-10-01,1961,10,Million Pounds,,Pork,Federally Inspected,Red Meat
1961-09-01,1961,9,Million Pounds,,Pork,Federally Inspected,Red Meat
1961-08-01,1961,8,Million Pounds,,Pork,Federally Inspected,Red Meat
1961-07-01,1961,7,Million Pounds,,Pork,Federally Inspected,Red Meat
1961-06-01,1961,6,Million Pounds,,Pork,Federally Inspected,Red Meat
1961-05-01,1961,5,Million Pounds,,Pork,Federally Inspected,Red Meat
1961-04-01,1961,4,Million Pounds,,Pork,Federally Inspected,Red Meat
1961-03-01,1961,3,Million Pounds,,Pork,Federally Inspected,Red Meat
1961-02-01,1961,2,Million Pounds,,Pork,Federally Inspected,Red Meat
1961-01-01,1961,1,Million Pounds,,Pork,Federally Inspected,Red Meat
1960-12-01,1960,12,Million Pounds,,Pork,Federally Inspected,Red Meat
1960-11-01,1960,11,Million Pounds,,Pork,Federally Inspected,Red Meat
1960-10-01,1960,10,Million Pounds,,Pork,Federally Inspected,Red Meat
1960-09-01,1960,9,Million Pounds,,Pork,Federally Inspected,Red Meat
1960-08-01,1960,8,Million Pounds,,Pork,Federally Inspected,Red Meat
1960-07-01,1960,7,Million Pounds,,Pork,Federally Inspected,Red Meat
1960-06-01,1960,6,Million Pounds,,Pork,Federally Inspected,Red Meat
1960-05-01,1960,5,Million Pounds,,Pork,Federally Inspected,Red Meat
1960-04-01,1960,4,Million Pounds,,Pork,Federally Inspected,Red Meat
1960-03-01,1960,3,Million Pounds,,Pork,Federally Inspected,Red Meat
1960-02-01,1960,2,Million Pounds,,Pork,Federally Inspected,Red Meat
1960-01-01,1960,1,Million Pounds,,Pork,Federally Inspected,Red Meat
1959-12-01,1959,12,Million Pounds,,Pork,Federally Inspected,Red Meat
1959-11-01,1959,11,Million Pounds,,Pork,Federally Inspected,Red Meat
1959-10-01,1959,10,Million Pounds,,Pork,Federally Inspected,Red Meat
1959-09-01,1959,9,Million Pounds,,Pork,Federally Inspected,Red Meat
1959-08-01,1959,8,Million Pounds,,Pork,Federally Inspected,Red Meat
1959-07-01,1959,7,Million Pounds,,Pork,Federally Inspected,Red Meat
1959-06-01,1959,6,Million Pounds,,Pork,Federally Inspected,Red Meat
1959-05-01,1959,5,Million Pounds,,Pork,Federally Inspected,Red Meat
1959-04-01,1959,4,Million Pounds,,Pork,Federally Inspected,Red Meat
1959-03-01,1959,3,Million Pounds,,Pork,Federally Inspected,Red Meat
1959-02-01,1959,2,Million Pounds,,Pork,Federally Inspected,Red Meat
1959-01-01,1959,1,Million Pounds,,Pork,Federally Inspected,Red Meat
1958-12-01,1958,12,Million Pounds,,Pork,Federally Inspected,Red Meat
1958-11-01,1958,11,Million Pounds,,Pork,Federally Inspected,Red Meat
1958-10-01,1958,10,Million Pounds,,Pork,Federally Inspected,Red Meat
1958-09-01,1958,9,Million Pounds,,Pork,Federally Inspected,Red Meat
1958-08-01,1958,8,Million Pounds,,Pork,Federally Inspected,Red Meat
1958-07-01,1958,7,Million Pounds,,Pork,Federally Inspected,Red Meat
1958-06-01,1958,6,Million Pounds,,Pork,Federally Inspected,Red Meat
1958-05-01,1958,5,Million Pounds,,Pork,Federally Inspected,Red Meat
1958-04-01,1958,4,Million Pounds,,Pork,Federally Inspected,Red Meat
1958-03-01,1958,3,Million Pounds,,Pork,Federally Inspected,Red Meat
1958-02-01,1958,2,Million Pounds,,Pork,Federally Inspected,Red Meat
1958-01-01,1958,1,Million Pounds,,Pork,Federally Inspected,Red Meat
1957-12-01,1957,12,Million Pounds,742.0,Pork,Federally Inspected,Red Meat
1957-11-01,1957,11,Million Pounds,730.0,Pork,Federally Inspected,Red Meat
1957-10-01,1957,10,Million Pounds,788.0,Pork,Federally Inspected,Red Meat
1957-09-01,1957,9,Million Pounds,640.0,Pork,Federally Inspected,Red Meat
1957-08-01,1957,8,Million Pounds,579.0,Pork,Federally Inspected,Red Meat
1957-07-01,1957,7,Million Pounds,578.0,Pork,Federally Inspected,Red Meat
1957-06-01,1957,6,Million Pounds,559.0,Pork,Federally Inspected,Red Meat
1957-05-01,1957,5,Million Pounds,657.0,Pork,Federally Inspected,Red Meat
1957-04-01,1957,4,Million Pounds,661.0,Pork,Federally Inspected,Red Meat
1957-03-01,1957,3,Million Pounds,703.0,Pork,Federally Inspected,Red Meat
1957-02-01,1957,2,Million Pounds,650.0,Pork,Federally Inspected,Red Meat
1957-01-01,1957,1,Million Pounds,754.0,Pork,Federally Inspected,Red Meat
1956-12-01,1956,12,Million Pounds,755.0,Pork,Federally Inspected,Red Meat
1956-11-01,1956,11,Million Pounds,862.0,Pork,Federally Inspected,Red Meat
1956-10-01,1956,10,Million Pounds,817.0,Pork,Federally Inspected,Red Meat
1956-09-01,1956,9,Million Pounds,638.0,Pork,Federally Inspected,Red Meat
1956-08-01,1956,8,Million Pounds,596.0,Pork,Federally Inspected,Red Meat
1956-07-01,1956,7,Million Pounds,577.0,Pork,Federally Inspected,Red Meat
1956-06-01,1956,6,Million Pounds,600.0,Pork,Federally Inspected,Red Meat
1956-05-01,1956,5,Million Pounds,651.0,Pork,Federally Inspected,Red Meat
1956-04-01,1956,4,Million Pounds,682.0,Pork,Federally Inspected,Red Meat
1956-03-01,1956,3,Million Pounds,804.0,Pork,Federally Inspected,Red Meat
1956-02-01,1956,2,Million Pounds,773.0,Pork,Federally Inspected,Red Meat
1956-01-01,1956,1,Million Pounds,883.0,Pork,Federally Inspected,Red Meat
1955-12-01,1955,12,Million Pounds,968.0,Pork,Federally Inspected,Red Meat
1955-11-01,1955,11,Million Pounds,908.0,Pork,Federally Inspected,Red Meat
1955-10-01,1955,10,Million Pounds,806.0,Pork,Federally Inspected,Red Meat
1955-09-01,1955,9,Million Pounds,679.0,Pork,Federally Inspected,Red Meat
1955-08-01,1955,8,Million Pounds,605.0,Pork,Federally Inspected,Red Meat
1955-07-01,1955,7,Million Pounds,495.0,Pork,Federally Inspected,Red Meat
1955-06-01,1955,6,Million Pounds,550.0,Pork,Federally Inspected,Red Meat
1955-05-01,1955,5,Million Pounds,587.0,Pork,Federally Inspected,Red Meat
1955-04-01,1955,4,Million Pounds,618.0,Pork,Federally Inspected,Red Meat
1955-03-01,1955,3,Million Pounds,750.0,Pork,Federally Inspected,Red Meat
1955-02-01,1955,2,Million Pounds,628.0,Pork,Federally Inspected,Red Meat
1955-01-01,1955,1,Million Pounds,772.0,Pork,Federally Inspected,Red Meat
1954-12-01,1954,12,Million Pounds,844.0,Pork,Federally Inspected,Red Meat
1954-11-01,1954,11,Million Pounds,799.0,Pork,Federally Inspected,Red Meat
1954-10-01,1954,10,Million Pounds,682.0,Pork,Federally Inspected,Red Meat
1954-09-01,1954,9,Million Pounds,622.0,Pork,Federally Inspected,Red Meat
1954-08-01,1954,8,Million Pounds,527.0,Pork,Federally Inspected,Red Meat
1954-07-01,1954,7,Million Pounds,491.0,Pork,Federally Inspected,Red Meat
1954-06-01,1954,6,Million Pounds,538.0,Pork,Federally Inspected,Red Meat
1954-05-01,1954,5,Million Pounds,505.0,Pork,Federally Inspected,Red Meat
1954-04-01,1954,4,Million Pounds,548.0,Pork,Federally Inspected,Red Meat
1954-03-01,1954,3,Million Pounds,628.0,Pork,Federally Inspected,Red Meat
1954-02-01,1954,2,Million Pounds,526.0,Pork,Federally Inspected,Red Meat
1954-01-01,1954,1,Million Pounds,659.0,Pork,Federally Inspected,Red Meat
1953-12-01,1953,12,Million Pounds,711.0,Pork,Federally Inspected,Red Meat
1953-11-01,1953,11,Million Pounds,744.0,Pork,Federally Inspected,Red Meat
1953-10-01,1953,10,Million Pounds,648.0,Pork,Federally Inspected,Red Meat
1953-09-01,1953,9,Million Pounds,532.0,Pork,Federally Inspected,Red Meat
1953-08-01,1953,8,Million Pounds,470.0,Pork,Federally Inspected,Red Meat
1953-07-01,1953,7,Million Pounds,489.0,Pork,Federally Inspected,Red Meat
1953-06-01,1953,6,Million Pounds,533.0,Pork,Federally Inspected,Red Meat
1953-05-01,1953,5,Million Pounds,502.0,Pork,Federally Inspected,Red Meat
1953-04-01,1953,4,Million Pounds,570.0,Pork,Federally Inspected,Red Meat
1953-03-01,1953,3,Million Pounds,650.0,Pork,Federally Inspected,Red Meat
1953-02-01,1953,2,Million Pounds,601.0,Pork,Federally Inspected,Red Meat
1953-01-01,1953,1,Million Pounds,842.0,Pork,Federally Inspected,Red Meat
1952-12-01,1952,12,Million Pounds,984.0,Pork,Federally Inspected,Red Meat
1952-11-01,1952,11,Million Pounds,766.0,Pork,Federally Inspected,Red Meat
1952-10-01,1952,10,Million Pounds,715.0,Pork,Federally Inspected,Red Meat
1952-09-01,1952,9,Million Pounds,571.0,Pork,Federally Inspected,Red Meat
1952-08-01,1952,8,Million Pounds,507.0,Pork,Federally Inspected,Red Meat
1952-07-01,1952,7,Million Pounds,526.0,Pork,Federally Inspected,Red Meat
1952-06-01,1952,6,Million Pounds,601.0,Pork,Federally Inspected,Red Meat
1952-05-01,1952,5,Million Pounds,594.0,Pork,Federally Inspected,Red Meat
1952-04-01,1952,4,Million Pounds,683.0,Pork,Federally Inspected,Red Meat
1952-03-01,1952,3,Million Pounds,760.0,Pork,Federally Inspected,Red Meat
1952-02-01,1952,2,Million Pounds,771.0,Pork,Federally Inspected,Red Meat
1952-01-01,1952,1,Million Pounds,932.0,Pork,Federally Inspected,Red Meat
1951-12-01,1951,12,Million Pounds,906.0,Pork,Federally Inspected,Red Meat
1951-11-01,1951,11,Million Pounds,851.0,Pork,Federally Inspected,Red Meat
1951-10-01,1951,10,Million Pounds,719.0,Pork,Federally Inspected,Red Meat
1951-09-01,1951,9,Million Pounds,579.0,Pork,Federally Inspected,Red Meat
1951-08-01,1951,8,Million Pounds,615.0,Pork,Federally Inspected,Red Meat
1951-07-01,1951,7,Million Pounds,577.0,Pork,Federally Inspected,Red Meat
1951-06-01,1951,6,Million Pounds,673.0,Pork,Federally Inspected,Red Meat
1951-05-01,1951,5,Million Pounds,665.0,Pork,Federally Inspected,Red Meat
1951-04-01,1951,4,Million Pounds,672.0,Pork,Federally Inspected,Red Meat
1951-03-01,1951,3,Million Pounds,684.0,Pork,Federally Inspected,Red Meat
1951-02-01,1951,2,Million Pounds,570.0,Pork,Federally Inspected,Red Meat
1951-01-01,1951,1,Million Pounds,896.0,Pork,Federally Inspected,Red Meat
1950-12-01,1950,12,Million Pounds,924.0,Pork,Federally Inspected,Red Meat
1950-11-01,1950,11,Million Pounds,821.0,Pork,Federally Inspected,Red Meat
1950-10-01,1950,10,Million Pounds,666.0,Pork,Federally Inspected,Red Meat
1950-09-01,1950,9,Million Pounds,547.0,Pork,Federally Inspected,Red Meat
1950-08-01,1950,8,Million Pounds,519.0,Pork,Federally Inspected,Red Meat
1950-07-01,1950,7,Million Pounds,515.0,Pork,Federally Inspected,Red Meat
1950-06-01,1950,6,Million Pounds,605.0,Pork,Federally Inspected,Red Meat
1950-05-01,1950,5,Million Pounds,593.0,Pork,Federally Inspected,Red Meat
1950-04-01,1950,4,Million Pounds,574.0,Pork,Federally Inspected,Red Meat
1950-03-01,1950,3,Million Pounds,661.0,Pork,Federally Inspected,Red Meat
1950-02-01,1950,2,Million Pounds,559.0,Pork,Federally Inspected,Red Meat
1950-01-01,1950,1,Million Pounds,804.0,Pork,Federally Inspected,Red Meat
1949-12-01,1949,12,Million Pounds,881.0,Pork,Federally Inspected,Red Meat
1949-11-01,1949,11,Million Pounds,801.0,Pork,Federally Inspected,Red Meat
1949-10-01,1949,10,Million Pounds,634.0,Pork,Federally Inspected,Red Meat
1949-09-01,1949,9,Million Pounds,518.0,Pork,Federally Inspected,Red Meat
1949-08-01,1949,8,Million Pounds,500.0,Pork,Federally Inspected,Red Meat
1949-07-01,1949,7,Million Pounds,495.0,Pork,Federally Inspected,Red Meat
1949-06-01,1949,6,Million Pounds,557.0,Pork,Federally Inspected,Red Meat
1949-05-01,1949,5,Million Pounds,518.0,Pork,Federally Inspected,Red Meat
1949-04-01,1949,4,Million Pounds,528.0,Pork,Federally Inspected,Red Meat
1949-03-01,1949,3,Million Pounds,594.0,Pork,Federally Inspected,Red Meat
1949-02-01,1949,2,Million Pounds,563.0,Pork,Federally Inspected,Red Meat
1949-01-01,1949,1,Million Pounds,762.0,Pork,Federally Inspected,Red Meat
1948-12-01,1948,12,Million Pounds,851.0,Pork,Federally Inspected,Red Meat
1948-11-01,1948,11,Million Pounds,752.0,Pork,Federally Inspected,Red Meat
1948-10-01,1948,10,Million Pounds,559.0,Pork,Federally Inspected,Red Meat
1948-09-01,1948,9,Million Pounds,397.0,Pork,Federally Inspected,Red Meat
1948-08-01,1948,8,Million Pounds,372.0,Pork,Federally Inspected,Red Meat
1948-07-01,1948,7,Million Pounds,478.0,Pork,Federally Inspected,Red Meat
1948-06-01,1948,6,Million Pounds,651.0,Pork,Federally Inspected,Red Meat
1948-05-01,1948,5,Million Pounds,515.0,Pork,Federally Inspected,Red Meat
1948-04-01,1948,4,Million Pounds,473.0,Pork,Federally Inspected,Red Meat
1948-03-01,1948,3,Million Pounds,506.0,Pork,Federally Inspected,Red Meat
1948-02-01,1948,2,Million Pounds,531.0,Pork,Federally Inspected,Red Meat
1948-01-01,1948,1,Million Pounds,746.0,Pork,Federally Inspected,Red Meat
1947-12-01,1947,12,Million Pounds,868.0,Pork,Federally Inspected,Red Meat
1947-11-01,1947,11,Million Pounds,759.0,Pork,Federally Inspected,Red Meat
1947-10-01,1947,10,Million Pounds,540.0,Pork,Federally Inspected,Red Meat
1947-09-01,1947,9,Million Pounds,418.0,Pork,Federally Inspected,Red Meat
1947-08-01,1947,8,Million Pounds,438.0,Pork,Federally Inspected,Red Meat
1947-07-01,1947,7,Million Pounds,551.0,Pork,Federally Inspected,Red Meat
1947-06-01,1947,6,Million Pounds,556.0,Pork,Federally Inspected,Red Meat
1947-05-01,1947,5,Million Pounds,561.0,Pork,Federally Inspected,Red Meat
1947-04-01,1947,4,Million Pounds,521.0,Pork,Federally Inspected,Red Meat
1947-03-01,1947,3,Million Pounds,485.0,Pork,Federally Inspected,Red Meat
1947-02-01,1947,2,Million Pounds,555.0,Pork,Federally Inspected,Red Meat
1947-01-01,1947,1,Million Pounds,827.0,Pork,Federally Inspected,Red Meat
1946-12-01,1946,12,Million Pounds,728.0,Pork,Federally Inspected,Red Meat
1946-11-01,1946,11,Million Pounds,758.0,Pork,Federally Inspected,Red Meat
1946-10-01,1946,10,Million Pounds,462.0,Pork,Federally Inspected,Red Meat
1946-09-01,1946,9,Million Pounds,71.0,Pork,Federally Inspected,Red Meat
1946-08-01,1946,8,Million Pounds,426.0,Pork,Federally Inspected,Red Meat
1946-07-01,1946,7,Million Pounds,668.0,Pork,Federally Inspected,Red Meat
1946-06-01,1946,6,Million Pounds,360.0,Pork,Federally Inspected,Red Meat
1946-05-01,1946,5,Million Pounds,606.0,Pork,Federally Inspected,Red Meat
1946-04-01,1946,4,Million Pounds,573.0,Pork,Federally Inspected,Red Meat
1946-03-01,1946,3,Million Pounds,534.0,Pork,Federally Inspected,Red Meat
1946-02-01,1946,2,Million Pounds,709.0,Pork,Federally Inspected,Red Meat
1946-01-01,1946,1,Million Pounds,747.0,Pork,Federally Inspected,Red Meat
1945-12-01,1945,12,Million Pounds,810.0,Pork,Federally Inspected,Red Meat
1945-11-01,1945,11,Million Pounds,680.0,Pork,Federally Inspected,Red Meat
1945-10-01,1945,10,Million Pounds,391.0,Pork,Federally Inspected,Red Meat
1945-09-01,1945,9,Million Pounds,332.0,Pork,Federally Inspected,Red Meat
1945-08-01,1945,8,Million Pounds,388.0,Pork,Federally Inspected,Red Meat
1945-07-01,1945,7,Million Pounds,475.0,Pork,Federally Inspected,Red Meat
1945-06-01,1945,6,Million Pounds,545.0,Pork,Federally Inspected,Red Meat
1945-05-01,1945,5,Million Pounds,529.0,Pork,Federally Inspected,Red Meat
1945-04-01,1945,4,Million Pounds,472.0,Pork,Federally Inspected,Red Meat
1945-03-01,1945,3,Million Pounds,524.0,Pork,Federally Inspected,Red Meat
1945-02-01,1945,2,Million Pounds,480.0,Pork,Federally Inspected,Red Meat
1945-01-01,1945,1,Million Pounds,761.0,Pork,Federally Inspected,Red Meat
1944-12-01,1944,12,Million Pounds,785.0,Pork,Federally Inspected,Red Meat
1944-11-01,1944,11,Million Pounds,729.0,Pork,Federally Inspected,Red Meat
1944-10-01,1944,10,Million Pounds,587.0,Pork,Federally Inspected,Red Meat
1944-09-01,1944,9,Million Pounds,503.0,Pork,Federally Inspected,Red Meat
1944-08-01,1944,8,Million Pounds,582.0,Pork,Federally Inspected,Red Meat
1944-07-01,1944,7,Million Pounds,649.0,Pork,Federally Inspected,Red Meat
1944-06-01,1944,6,Million Pounds,811.0,Pork,Federally Inspected,Red Meat
1944-05-01,1944,5,Million Pounds,872.0,Pork,Federally Inspected,Red Meat
1944-04-01,1944,4,Million Pounds,837.0,Pork,Federally Inspected,Red Meat
1944-03-01,1944,3,Million Pounds,971.0,Pork,Federally Inspected,Red Meat
1944-02-01,1944,2,Million Pounds,1018.0,Pork,Federally Inspected,Red Meat
1944-01-01,1944,1,Million Pounds,1112.0,Pork,Federally Inspected,Red Meat
1943-12-01,1943,12,Million Pounds,1034.0,Pork,Federally Inspected,Red Meat
1943-11-01,1943,11,Million Pounds,954.0,Pork,Federally Inspected,Red Meat
1943-10-01,1943,10,Million Pounds,687.0,Pork,Federally Inspected,Red Meat
1943-09-01,1943,9,Million Pounds,647.0,Pork,Federally Inspected,Red Meat
1943-08-01,1943,8,Million Pounds,703.0,Pork,Federally Inspected,Red Meat
1943-07-01,1943,7,Million Pounds,852.0,Pork,Federally Inspected,Red Meat
1943-06-01,1943,6,Million Pounds,854.0,Pork,Federally Inspected,Red Meat
1943-05-01,1943,5,Million Pounds,771.0,Pork,Federally Inspected,Red Meat
1943-04-01,1943,4,Million Pounds,671.0,Pork,Federally Inspected,Red Meat
1943-03-01,1943,3,Million Pounds,704.0,Pork,Federally Inspected,Red Meat
1943-02-01,1943,2,Million Pounds,638.0,Pork,Federally Inspected,Red Meat
1943-01-01,1943,1,Million Pounds,793.0,Pork,Federally Inspected,Red Meat
1942-12-01,1942,12,Million Pounds,952.0,Pork,Federally Inspected,Red Meat
1942-11-01,1942,11,Million Pounds,722.0,Pork,Federally Inspected,Red Meat
1942-10-01,1942,10,Million Pounds,591.0,Pork,Federally Inspected,Red Meat
1942-09-01,1942,9,Million Pounds,558.0,Pork,Federally Inspected,Red Meat
1942-08-01,1942,8,Million Pounds,496.0,Pork,Federally Inspected,Red Meat
1942-07-01,1942,7,Million Pounds,583.0,Pork,Federally Inspected,Red Meat
1942-06-01,1942,6,Million Pounds,655.0,Pork,Federally Inspected,Red Meat
1942-05-01,1942,5,Million Pounds,597.0,Pork,Federally Inspected,Red Meat
1942-04-01,1942,4,Million Pounds,568.0,Pork,Federally Inspected,Red Meat
1942-03-01,1942,3,Million Pounds,544.0,Pork,Federally Inspected,Red Meat
1942-02-01,1942,2,Million Pounds,520.0,Pork,Federally Inspected,Red Meat
1942-01-01,1942,1,Million Pounds,776.0,Pork,Federally Inspected,Red Meat
1941-12-01,1941,12,Million Pounds,782.0,Pork,Federally Inspected,Red Meat
1941-11-01,1941,11,Million Pounds,607.0,Pork,Federally Inspected,Red Meat
